SÕNAVORMID,MIN 1 SAGEDUS FOOKUSKORPUSES,,,,,,,,,,,,,,,,,,,
jõmm,3.01403811,0.082546414,8.10E-06,1.68E-06,,jabur,1.322255237,2.43E-05,9.72E-06,,naabermaa,2.006248425,0.156652282,8.10E-06,1.28E-06,,juhtumine,2.257756215,16.20102228,6.618635782
vast,3.009907706,0.082757003,3.24E-05,7.52E-05,,leviv,1.321783999,2.43E-05,9.72E-06,,siion,2.004856809,0.156796099,8.10E-06,1.28E-06,,osalenu,2.257442633,16.20102228,6.619694086
neljas,3.009893461,0.08275773,6.48E-05,0.00011857,,hansapank,1.321783999,8.10E-06,3.24E-06,,elamus,2.003494069,0.156937078,1.62E-05,3.82E-05,,paisuma,2.256306372,24.30153343,10.21369586
tegutsemine,3.007952199,0.082856907,8.10E-06,3.89E-05,,ebaloogiline,1.321783999,8.10E-06,3.24E-06,,ülimuslik,2.003466557,0.156939926,8.10E-06,1.28E-06,,seadmine,2.255365375,40.50255571,17.40169942
halvem,3.007096218,0.082900679,5.67E-05,2.98E-05,,tarand,1.321469925,2.43E-05,9.72E-06,,paikapidavus,2.003466557,0.156939926,8.10E-06,1.28E-06,,warren,2.255271781,8.100511142,3.035217049
kogenud,3.005928562,0.082960429,1.62E-05,5.17E-05,,kõrvalseisja,1.321312915,8.10E-06,3.24E-06,,netopalk,2.003466557,0.156939926,8.10E-06,1.28E-06,,fbi,2.255250001,16.20102228,6.627102217
katsutav,3.005395883,0.082987702,8.10E-06,1.69E-06,,vladislav,1.320841984,8.10E-06,3.24E-06,,laiendamine,2.002843421,0.15700444,4.05E-05,2.00E-05,,ratifitseerimine,2.254680453,8.100511142,3.036275353
lausung,3.005395883,0.082987702,8.10E-06,1.69E-06,,viiskümmend,1.320685042,2.43E-05,9.73E-06,,sõltuv,2.002577974,0.157031931,2.43E-05,9.44E-06,,puhastuma,2.254680453,8.100511142,3.036275353
valma,2.999653242,0.08328234,8.10E-06,1.69E-06,,kontseptuaalne,1.320371208,8.10E-06,3.24E-06,,ühing,2.002185076,0.157072632,2.43E-05,4.99E-05,,pidupäev,2.253061624,16.20102228,6.634510348
saneerimine,2.999653242,0.08328234,8.10E-06,1.69E-06,,sissenõudmine,1.319900584,8.10E-06,3.24E-06,,põlva,2.001537463,0.157139746,1.62E-05,3.82E-05,,sõnastamine,2.252908327,8.100511142,3.039450266
siseminister,2.997883215,0.083373382,4.05E-05,1.90E-05,,ühesugune,1.319665331,4.86E-05,1.95E-05,,sedavõrd,2.001123222,0.157182692,4.86E-05,2.57E-05,,doktoriõpe,2.252318237,8.100511142,3.040508571
hange,2.997329845,0.083401867,8.10E-06,3.88E-05,,müüt,1.319564519,5.67E-05,2.27E-05,,protsessima,2.000690139,0.157227605,8.10E-06,1.28E-06,,numbriline,2.252318237,8.100511142,3.040508571
kapsaaed,2.996787555,0.083429792,8.10E-06,1.69E-06,,rotterdam,1.319430115,8.10E-06,3.25E-06,,sulepea,1.999303969,0.157371458,8.10E-06,1.28E-06,,kingitus,2.252001773,210.6132897,92.96675092
iidne,2.996035375,0.083468542,4.05E-05,1.90E-05,,arvuline,1.319430115,8.10E-06,3.25E-06,,tera,1.998970457,0.157406091,8.10E-06,2.55E-05,,koosseis,2.251741806,202.5127786,89.38015728
edenemine,2.996028104,0.083468917,1.62E-05,5.09E-06,,tappev,1.319430115,8.10E-06,3.25E-06,,relvajõud,1.998881749,0.157415304,2.43E-05,9.45E-06,,egiptlane,2.251728457,8.100511142,3.041566875
instituut,2.995866494,0.083477245,3.24E-05,7.51E-05,,tuuleenergia,1.318959799,8.10E-06,3.25E-06,,pätt,1.998471433,0.157457928,2.43E-05,9.45E-06,,kagu-aasia,2.251728457,8.100511142,3.041566875
tuntus,2.994398756,0.083552922,2.43E-05,9.29E-06,,rahastama,1.318724698,6.48E-05,2.60E-05,,eestikeelne,1.998299904,0.15747575,2.43E-05,4.99E-05,,vanem,2.25063681,801.9506031,355.7659604
ott,2.99422293,0.083561993,2.43E-05,6.36E-05,,hasart,1.318019626,8.10E-06,3.25E-06,,lubamatult,1.997919154,0.157515319,8.10E-06,1.29E-06,,riigiametnik,2.250254229,16.20102228,6.644035088
konfliktne,2.993925612,0.083577333,8.10E-06,1.69E-06,,ebaseaduslikult,1.317784678,1.62E-05,6.50E-06,,kunstihuviline,1.997919154,0.157515319,8.10E-06,1.29E-06,,rikkur,2.249960966,8.100511142,3.044741788
ajastus,2.993925612,0.083577333,8.10E-06,1.69E-06,,haisev,1.317549769,8.10E-06,3.25E-06,,eerik-niiles,1.996535694,0.157659189,8.10E-06,1.29E-06,,uudisteportaal,2.249942728,16.20102228,6.645093392
puravik,2.993925612,0.083577333,8.10E-06,1.69E-06,,nn,1.317314898,0.000340221,0.000136524,,pealiskaudsus,1.996535694,0.157659189,8.10E-06,1.29E-06,,aju,2.249781125,186.3117563,82.2577686
valitsuserakond,2.993925612,0.083577333,8.10E-06,1.69E-06,,maavara,1.316845271,1.62E-05,6.50E-06,,oktoobrirevolutsioon,1.996535694,0.157659189,8.10E-06,1.29E-06,,lõpetamata,2.24878418,8.100511142,3.046858397
vähemus,2.991881589,0.083682881,4.05E-05,1.90E-05,,plahvatuslik,1.316610515,8.10E-06,3.25E-06,,ärev,1.996420983,0.157671125,2.43E-05,9.46E-06,,vanamoodne,2.24878418,8.100511142,3.046858397
maik,2.988876445,0.08383832,1.62E-05,5.09E-06,,newton,1.315671871,8.10E-06,3.25E-06,,riskikapital,1.995153584,0.157803068,8.10E-06,1.29E-06,,tööalaselt,2.248196248,8.100511142,3.047916702
ringlev,2.988212935,0.083872682,8.10E-06,1.69E-06,,õitseng,1.314733838,8.10E-06,3.26E-06,,maardla,1.995153584,0.157803068,8.10E-06,1.29E-06,,teerajaja,2.248196248,8.100511142,3.047916702
summa,2.986720533,0.083950025,8.91E-05,0.000149181,,misasja,1.31426505,8.10E-06,3.26E-06,,režiim,1.994872924,0.157832304,6.48E-05,3.76E-05,,ükskõikne,2.248075532,16.20102228,6.651443219
seadusloome,2.985362187,0.084020488,8.10E-06,1.70E-06,,tasuja,1.313327931,8.10E-06,3.26E-06,,diplomaat,1.994304315,0.157891552,3.24E-05,1.46E-05,,kergendus,2.248075532,16.20102228,6.651443219
karmilt,2.982931821,0.084146721,1.62E-05,5.10E-06,,radikaal,1.312859599,1.62E-05,6.52E-06,,omaaegne,1.991916596,0.158140627,2.43E-05,9.47E-06,,möönma,2.247689572,32.40204457,13.86061286
ülesöömine,2.982515156,0.084168383,8.10E-06,1.70E-06,,kurb,1.312646771,0.000178211,7.17E-05,,väärtuskasvatus,1.991015343,0.158234757,8.10E-06,1.29E-06,,vähenemine,2.246886557,72.90460028,31.8920034
ansip,2.981574522,0.084217308,3.24E-05,1.40E-05,,nelson,1.31239142,8.10E-06,3.26E-06,,võimulolija,1.991015343,0.158234757,8.10E-06,1.29E-06,,kinnitav,2.245847593,8.100511142,3.052149919
kopeerima,2.980438185,0.084276453,3.24E-05,1.40E-05,,pürgiv,1.310987792,8.10E-06,3.26E-06,,ligilähedaselt,1.991015343,0.158234757,8.10E-06,1.29E-06,,ebaõnnestumine,2.2452875,24.30153343,10.26872769
komplitseeritud,2.976832219,0.084464437,8.10E-06,1.70E-06,,püü,1.310987792,1.62E-05,6.53E-06,,kuukiri,1.988263232,0.158522592,8.10E-06,1.29E-06,,meediakajastus,2.245261196,8.100511142,3.053208224
opositsioon,2.976004656,0.084507643,5.67E-05,2.99E-05,,ägedalt,1.31052022,8.10E-06,3.27E-06,,usutama,1.988263232,0.158522592,8.10E-06,1.29E-06,,küllap,2.244809627,97.20613371,42.74809005
kaabel,2.97234497,0.084698997,8.10E-06,3.86E-05,,tagune,1.309852522,5.67E-05,2.29E-05,,kuskile,1.986353836,0.158722641,1.62E-05,3.81E-05,,vilgas,2.244675104,8.100511142,3.054266528
tara,2.972265929,0.084703135,1.62E-05,5.11E-06,,tööstusharu,1.309118411,1.62E-05,6.54E-06,,varajane,1.986326184,0.15872554,8.10E-06,2.54E-05,,liikvele,2.244675104,8.100511142,3.054266528
liik,2.970133779,0.08481484,5.67E-05,0.000107578,,langetama,1.309079491,9.72E-05,3.92E-05,,rent,1.98561435,0.158800194,8.10E-06,2.54E-05,,vale,2.244644802,291.6184011,129.3628979
esindav,2.968566654,0.084897045,2.43E-05,9.32E-06,,hüsteeria,1.308184627,8.10E-06,3.27E-06,,austria-ungari,1.985516474,0.158810462,8.10E-06,1.30E-06,,kahtlustus,2.244040553,16.20102228,6.665201176
varjukülg,2.968335522,0.084909177,8.10E-06,1.70E-06,,autoriteet,1.306629664,2.43E-05,9.82E-06,,vinduma,1.985516474,0.158810462,8.10E-06,1.30E-06,,kiusatus,2.243601834,24.30153343,10.27719413
ebausaldusväärne,2.96551065,0.085057598,8.10E-06,1.70E-06,,kasutu,1.306318872,2.43E-05,9.83E-06,,abivägi,1.985516474,0.158810462,8.10E-06,1.30E-06,,jutumärk,2.243503839,8.100511142,3.056383137
enesemääramine,2.962689448,0.085206107,8.10E-06,1.70E-06,,hiiglaslik,1.30585281,4.05E-05,1.64E-05,,puudulik,1.984399585,0.158927686,3.24E-05,1.46E-05,,toestama,2.242918665,8.100511142,3.057441441
comeback,2.962689448,0.085206107,8.10E-06,1.70E-06,,hoiak,1.305526656,8.10E-05,3.28E-05,,tööala,1.984145097,0.15895441,8.10E-06,1.30E-06,,reeglistik,2.242918665,8.100511142,3.057441441
likvideerima,2.960669202,0.085312625,4.05E-05,1.91E-05,,vastuoluline,1.303990066,3.24E-05,1.31E-05,,väärtuslik,1.984112013,0.158957884,6.48E-05,3.76E-05,,igihaljas,2.242333796,8.100511142,3.058499746
loodusväärtus,2.959871908,0.085354702,8.10E-06,1.70E-06,,paljuks,1.303990066,8.10E-06,3.28E-06,,institutsionaalne,1.983749199,0.158995993,1.62E-05,4.92E-06,,eriüksus,2.241164973,8.100511142,3.060616355
liturgiline,2.959871908,0.085354702,8.10E-06,1.70E-06,,arhitektuuribüroo,1.303524756,8.10E-06,3.28E-06,,seekordne,1.983657093,0.159005669,8.10E-06,2.54E-05,,monument,2.240986677,32.40204457,13.90506165
sõjaväeline,2.95811323,0.085447596,1.62E-05,5.12E-06,,võlgnevus,1.303292157,1.62E-05,6.56E-06,,kähmlus,1.982775051,0.159098366,8.10E-06,1.30E-06,,varjutama,2.240637636,16.20102228,6.676842525
teatav,2.957665786,0.085471248,2.43E-05,6.32E-05,,mõjuvõim,1.303059595,1.62E-05,6.57E-06,,teotahe,1.981406336,0.159242331,8.10E-06,1.30E-06,,nõustumine,2.240581018,8.100511142,3.061674659
laulukaar,2.957058024,0.085503385,8.10E-06,1.71E-06,,triiksärk,1.302594585,8.10E-06,3.28E-06,,eriaruanne,1.981406336,0.159242331,8.10E-06,1.30E-06,,class,2.240581018,8.100511142,3.061674659
seltsimees,2.956491042,0.085533378,2.43E-05,9.34E-06,,murranguline,1.302594585,8.10E-06,3.28E-06,,jääv,1.981166647,0.159267557,8.10E-06,2.54E-05,,armee,2.239958143,64.80408914,28.37737446
naeratama,2.951117769,0.085818183,8.10E-06,3.84E-05,,toetus,1.301671127,0.000615639,0.000249738,,objektiivselt,1.980753116,0.15931109,1.62E-05,4.92E-06,,päriselu,2.239818324,24.30153343,10.29624361
ametiisik,2.951066071,0.085820928,1.62E-05,5.13E-06,,tulemuslikum,1.301665013,8.10E-06,3.29E-06,,uitama,1.980753116,0.15931109,1.62E-05,4.92E-06,,õiglasem,2.238830978,8.100511142,3.064849572
teadus,2.949433045,0.085907691,4.05E-05,8.58E-05,,rutt,1.301200452,8.10E-06,3.29E-06,,eestimeelne,1.980038947,0.159386304,8.10E-06,1.30E-06,,muusikaauhind,2.238830978,8.100511142,3.064849572
laekumine,2.945420179,0.086121299,3.24E-05,1.41E-05,,õigupoolest,1.301084335,3.24E-05,1.31E-05,,autotööstus,1.979555978,0.159437191,1.62E-05,4.92E-06,,taliolümpiamängud,2.237665802,8.100511142,3.066966181
valga,2.944269042,0.086182681,1.62E-05,5.11E-05,,vaal,1.30050389,1.62E-05,6.58E-06,,die,1.9792711,0.159467216,2.43E-05,9.50E-06,,saatev,2.237083669,8.100511142,3.068024485
elluviija,2.943043198,0.086248099,8.10E-06,1.71E-06,,eiramine,1.299807665,1.62E-05,6.58E-06,,päikesepatarei,1.977308143,0.159674276,8.10E-06,1.30E-06,,eelpool,2.23696831,40.50255571,17.55303695
herem,2.943043198,0.086248099,8.10E-06,1.71E-06,,klammerduma,1.299807665,8.10E-06,3.29E-06,,ümberhindamine,1.977308143,0.159674276,8.10E-06,1.30E-06,,euroopa,2.236064603,2073.730852,926.8492446
vargamägi,2.943043198,0.086248099,8.10E-06,1.71E-06,,reisikindlustus,1.299343701,8.10E-06,3.29E-06,,riigikeel,1.976566364,0.159752601,1.62E-05,4.93E-06,,tulemuslikkus,2.235589734,32.40204457,13.941044
otsustavalt,2.941699967,0.086319843,1.62E-05,5.14E-06,,taskulamp,1.298184444,1.62E-05,6.59E-06,,ilu,1.976312955,0.159779369,3.24E-05,6.08E-05,,mõõk,2.235431393,32.40204457,13.9421023
alumine,2.93792322,0.08652191,1.62E-05,5.11E-05,,seitsmeaastane,1.297952705,8.10E-06,3.29E-06,,lõppematu,1.974582623,0.159962281,8.10E-06,1.30E-06,,poogen,2.234758163,8.100511142,3.072257703
ühendama,2.936681829,0.08658844,5.67E-05,0.000107202,,põrm,1.297952705,8.10E-06,3.29E-06,,ümberkujundamine,1.974177992,0.160005089,1.62E-05,4.93E-06,,punnis,2.234758163,8.100511142,3.072257703
komisjon,2.936041029,0.086622804,0.000251116,0.000341186,,motiveerimine,1.297952705,8.10E-06,3.29E-06,,sedalaadi,1.97358136,0.160068233,1.62E-05,4.93E-06,,pilvelõhkuja,2.23185807,8.100511142,3.077549225
võrduma,2.935481861,0.086652803,2.43E-05,9.37E-06,,lakkamatult,1.297489337,8.10E-06,3.30E-06,,vajadus,1.972946785,0.160135424,0.00047793,0.000395772,,kalkuleerima,2.23185807,8.100511142,3.077549225
haistma,2.934677736,0.086695963,8.10E-06,1.71E-06,,vits,1.297257709,1.62E-05,6.59E-06,,tööstuspiirkond,1.97186237,0.160250321,8.10E-06,1.31E-06,,prügikast,2.230761331,48.60306685,21.2359363
niipidi,2.934677736,0.086695963,8.10E-06,1.71E-06,,vedelev,1.297026118,8.10E-06,3.30E-06,,otsemaid,1.970504213,0.160394353,8.10E-06,1.31E-06,,kaugenema,2.230700139,8.100511142,3.079665834
puudutama,2.932935279,0.086789565,0.000178211,0.000123944,,times,1.296840872,4.05E-05,1.65E-05,,elluviimine,1.969817268,0.160467259,5.67E-05,3.17E-05,,annetamine,2.230700139,8.100511142,3.079665834
terviklikkus,2.932493274,0.086813327,2.43E-05,9.38E-06,,rahandus,1.296563048,1.62E-05,6.60E-06,,innovatsioonikeskus,1.969147366,0.160538393,8.10E-06,1.31E-06,,äkiline,2.230490527,16.20102228,6.71176657
naljakas,2.932048878,0.086837224,1.62E-05,5.10E-05,,puhver,1.296100127,8.10E-06,3.30E-06,,ekstsentriline,1.969147366,0.160538393,8.10E-06,1.31E-06,,põletav,2.230121624,8.100511142,3.080724138
pars,2.931896448,0.086845422,8.10E-06,1.72E-06,,rahastatud,1.295868721,1.62E-05,6.60E-06,,olenev,1.968814914,0.160573708,1.62E-05,4.94E-06,,eelistus,2.229686828,56.703578,24.87967838
alas,2.931896448,0.086845422,8.10E-06,1.72E-06,,ülekaalulisus,1.295637353,8.10E-06,3.30E-06,,laba,1.968814914,0.160573708,1.62E-05,4.94E-06,,nüri,2.227810562,8.100511142,3.084957356
optimistlikum,2.926344629,0.087144598,8.10E-06,1.72E-06,,diskussioon,1.294434838,4.05E-05,1.65E-05,,pagendama,1.967791827,0.160682442,8.10E-06,1.31E-06,,meeleheitlik,2.227810562,8.100511142,3.084957356
jutusaade,2.926344629,0.087144598,8.10E-06,1.72E-06,,erandlik,1.294249924,1.62E-05,6.61E-06,,raid,1.967791827,0.160682442,8.10E-06,1.31E-06,,edulugu,2.226883346,24.30153343,10.36185848
tipptase,2.92304057,0.087323176,3.24E-05,1.41E-05,,toiduabi,1.293787744,8.10E-06,3.30E-06,,valitsemine,1.966609527,0.160808202,3.24E-05,1.47E-05,,steroid,2.226656826,8.100511142,3.087073965
võimendamine,2.920807111,0.087444115,8.10E-06,1.72E-06,,mõõdik,1.293094752,1.62E-05,6.61E-06,,vilja,1.966437594,0.1608265,8.10E-06,1.31E-06,,hetero,2.226656826,8.100511142,3.087073965
seonduv,2.918795373,0.087553204,8.10E-06,3.81E-05,,kakskeelne,1.291479062,8.10E-06,3.31E-06,,kahekõne,1.966437594,0.1608265,8.10E-06,1.31E-06,,kasarm,2.226080406,8.100511142,3.088132269
varjend,2.918043698,0.087594002,8.10E-06,1.72E-06,,kogutav,1.291479062,8.10E-06,3.31E-06,,hiilgavalt,1.966437594,0.1608265,8.10E-06,1.31E-06,,hääleõigus,2.226080406,8.100511142,3.088132269
demonstreerima,2.91691517,0.087655293,3.24E-05,1.41E-05,,juhtumine,1.291479062,1.62E-05,6.62E-06,,maris,1.966437594,0.1608265,8.10E-06,1.31E-06,,korporatsioon,2.225908525,16.20102228,6.727641136
programmiline,2.915283841,0.087743973,8.10E-06,1.72E-06,,osalenu,1.291248397,1.62E-05,6.62E-06,,fosforiit,1.965084665,0.160970565,8.10E-06,1.31E-06,,toel,2.225845598,64.80408914,28.56363603
treenima,2.915138433,0.087751882,1.62E-05,5.09E-05,,põhjendama,1.291209956,9.72E-05,3.97E-05,,lööma,1.963849805,0.161102187,0.000226814,0.000292303,,ansip,2.225814877,32.40204457,14.00665887
intervjueerima,2.912650906,0.087887306,1.62E-05,5.16E-06,,fenomen,1.290864037,2.43E-05,9.93E-06,,arenguvajadus,1.963733038,0.161114639,8.10E-06,1.31E-06,,olu,2.225790309,113.407156,50.40068924
hukk,2.912650906,0.087887306,1.62E-05,5.16E-06,,käivitunud,1.290556623,8.10E-06,3.31E-06,,maailmanäitus,1.96238271,0.161258721,8.10E-06,1.31E-06,,inimlikult,2.225504285,8.100511142,3.089190574
urgitsema,2.912527532,0.087894029,8.10E-06,1.72E-06,,fantaasia,1.290029779,5.67E-05,2.32E-05,,higher,1.96238271,0.161258721,8.10E-06,1.31E-06,,lööve,2.225504285,8.100511142,3.089190574
salaja,2.911357428,0.087957815,3.24E-05,1.41E-05,,fbi,1.289634773,1.62E-05,6.63E-06,,üldteada,1.96238271,0.161258721,8.10E-06,1.31E-06,,kopeerima,2.225500982,32.40204457,14.00877548
ühtlane,2.911185944,0.087967167,8.10E-06,3.81E-05,,importija,1.288713512,8.10E-06,3.32E-06,,lahkuma,1.961546255,0.161348046,0.000121508,0.000170899,,kivirähk,2.224385372,16.20102228,6.732932658
indikaator,2.908698273,0.088102959,2.43E-05,9.41E-06,,pidupäev,1.288022952,1.62E-05,6.63E-06,,propageerimine,1.961094448,0.161396318,1.62E-05,4.96E-06,,mõtteaine,2.223777708,8.100511142,3.092365487
hiljutine,2.907604292,0.088162747,6.48E-05,3.58E-05,,põnevik,1.287332722,8.10E-06,3.32E-06,,lõviosa,1.961094448,0.161396318,1.62E-05,4.96E-06,,lõhestama,2.223202777,8.100511142,3.093423791
lutikas,2.907025535,0.088194395,8.10E-06,1.73E-06,,osalus,1.287056723,8.10E-05,3.32E-05,,haldusala,1.959909422,0.161523006,1.62E-05,4.96E-06,,pärssima,2.22067797,24.30153343,10.39360761
pihtima,2.907025535,0.088194395,8.10E-06,1.73E-06,,ando,1.285953253,8.10E-06,3.32E-06,,idealiseerima,1.958339505,0.161691017,8.10E-06,1.32E-06,,tandem,2.220332579,8.100511142,3.098715313
manitsema,2.906880785,0.088202312,1.62E-05,5.17E-06,,riigiametnik,1.285953253,1.62E-05,6.64E-06,,sarap,1.958339505,0.161691017,8.10E-06,1.32E-06,,võimekam,2.220332579,8.100511142,3.098715313
sõltuvus,2.904305175,0.088343316,5.67E-05,3.01E-05,,skandaal,1.28580006,4.86E-05,1.99E-05,,vaim,1.957946788,0.161733076,0.000121508,8.27E-05,,nsv,2.219323449,72.90460028,32.30050891
mammut,2.904279834,0.088344705,8.10E-06,1.73E-06,,uudisteportaal,1.285723469,1.62E-05,6.65E-06,,abielluma,1.957277695,0.161804764,1.62E-05,3.79E-05,,pumpama,2.21861719,24.30153343,10.40419066
kartell,2.904279834,0.088344705,8.10E-06,1.73E-06,,sõprus,1.285608591,6.48E-05,2.66E-05,,tähistamine,1.95718674,0.161814511,8.10E-06,2.52E-05,,kohalolu,2.218313546,16.20102228,6.754098747
kilo,2.901707061,0.0884858,8.10E-06,3.80E-05,,kergitama,1.285264012,3.24E-05,1.33E-05,,pluss,1.956697285,0.161866979,3.24E-05,6.06E-05,,nihutama,2.217999701,24.30153343,10.40736557
elatuma,2.901537655,0.088495099,8.10E-06,1.73E-06,,kaugküte,1.284575101,8.10E-06,3.33E-06,,kommerts,1.955650495,0.161979255,8.10E-06,1.32E-06,,patroon,2.216898108,8.100511142,3.10506514
kandideerija,2.898824675,0.088644165,1.62E-05,5.18E-06,,ükskõikne,1.284345537,1.62E-05,6.65E-06,,skype,1.954612296,0.162090698,3.24E-05,1.47E-05,,eripärane,2.216326729,8.100511142,3.106123444
iiveldama,2.898798993,0.088645577,8.10E-06,1.73E-06,,kergendus,1.284345537,1.62E-05,6.65E-06,,vabaerakond,1.954596275,0.162092418,2.43E-05,9.57E-06,,laekumine,2.215813959,32.40204457,14.07439035
meelelaad,2.898798993,0.088645577,8.10E-06,1.73E-06,,figuur,1.283963011,2.43E-05,9.98E-06,,kasvama,1.954322689,0.1621218,0.000413126,0.000337438,,euroraha,2.215755644,8.100511142,3.107181749
pärnamägi,2.898798993,0.088645577,8.10E-06,1.73E-06,,rootslane,1.283733545,4.86E-05,2.00E-05,,prügiauto,1.954307921,0.162123387,8.10E-06,1.32E-06,,maaling,2.215184854,8.100511142,3.108240053
koostamine,2.895323982,0.088836914,4.05E-05,8.52E-05,,tüüpiliselt,1.283198264,8.10E-06,3.33E-06,,rise,1.952966633,0.162267526,8.10E-06,1.32E-06,,lubamatu,2.214384603,16.20102228,6.767856704
väljamõtlemine,2.893332192,0.088946785,8.10E-06,1.73E-06,,haavatav,1.282281103,2.43E-05,9.99E-06,,snowden,1.952966633,0.162267526,8.10E-06,1.32E-06,,neelama,2.213858491,40.50255571,17.74670666
röövimine,2.888504471,0.089213704,1.62E-05,5.18E-06,,eraldama,1.282051904,0.000113407,4.66E-05,,maksuparadiis,1.952966633,0.162267526,8.10E-06,1.32E-06,,globaalselt,2.21290463,8.100511142,3.112473271
tehnoloogia,2.887685904,0.089259048,0.000186312,0.000130962,,lennuväli,1.281914401,4.05E-05,1.67E-05,,lobist,1.952966633,0.162267526,8.10E-06,1.32E-06,,produtseerima,2.21290463,8.100511142,3.112473271
eri,2.886117655,0.089345989,8.10E-05,0.000137753,,kahtlustus,1.281364524,1.62E-05,6.67E-06,,otsedemokraatia,1.951626628,0.162411674,8.10E-06,1.32E-06,,esiplaan,2.212274778,16.20102228,6.775264835
sõltuv,2.88510386,0.089402241,2.43E-05,9.44E-06,,eelarveline,1.280906453,8.10E-06,3.33E-06,,kahtlemine,1.951626628,0.162411674,8.10E-06,1.32E-06,,idee,2.212099431,567.03578,255.7858261
alluma,2.884393463,0.089441682,4.05E-05,1.93E-05,,koomale,1.279990747,8.10E-06,3.34E-06,,vundament,1.95123371,0.162453969,4.05E-05,2.02E-05,,angela,2.211639056,24.30153343,10.44017301
märatsema,2.882440502,0.089550205,8.10E-06,1.73E-06,,globaalne,1.279990747,8.10E-05,3.34E-05,,üllas,1.950455401,0.162537785,1.62E-05,4.98E-06,,epideemia,2.211639056,24.30153343,10.44017301
inimühiskond,2.882440502,0.089550205,8.10E-06,1.73E-06,,auhinnaline,1.279533111,8.10E-06,3.34E-06,,omakasupüüdlik,1.950287904,0.16255583,8.10E-06,1.32E-06,,sugu,2.211274081,81.00511142,36.08500548
süngem,2.882440502,0.089550205,8.10E-06,1.73E-06,,köitev,1.279533111,8.10E-06,3.34E-06,,parandaja,1.948950459,0.162699994,8.10E-06,1.32E-06,,põhiseadus,2.20963619,89.10562256,39.77848787
seth,2.882440502,0.089550205,8.10E-06,1.73E-06,,varjutama,1.278846931,1.62E-05,6.68E-06,,heasoovlik,1.948950459,0.162699994,8.10E-06,1.32E-06,,tipptase,2.209608895,32.40204457,14.11672253
perifeeria,2.882440502,0.089550205,8.10E-06,1.73E-06,,platon,1.278618276,8.10E-06,3.34E-06,,spa,1.945663683,0.163054898,8.10E-06,2.52E-05,,raul,2.208284788,56.703578,25.13049653
tõmbuma,2.881522418,0.089601272,3.24E-05,1.42E-05,,kirjanik,1.278320086,0.000186312,7.68E-05,,tove,1.943613428,0.16327673,8.10E-06,1.33E-06,,demonstreerima,2.207908591,32.40204457,14.12836388
lubatu,2.880506795,0.0896578,1.62E-05,5.19E-06,,lihtsustatult,1.278161076,8.10E-06,3.34E-06,,jai,1.943613428,0.16327673,8.10E-06,1.33E-06,,räige,2.207167616,16.20102228,6.79325601
fossiil,2.879726274,0.089701269,8.10E-06,1.74E-06,,klõpsima,1.278161076,8.10E-06,3.34E-06,,psühhotroopne,1.943613428,0.16327673,8.10E-06,1.33E-06,,eraomand,2.206658152,8.100511142,3.124114619
maksumus,2.879264736,0.089726984,8.10E-06,3.78E-05,,abhaasia,1.278161076,8.10E-06,3.34E-06,,jalgpallistaadion,1.943613428,0.16327673,8.10E-06,1.33E-06,,salaja,2.206365128,32.40204457,14.13894692
relvajõud,2.878503777,0.089769399,2.43E-05,9.45E-06,,saladus,1.27779542,0.000121508,5.01E-05,,üleriigiline,1.942988367,0.163344429,3.24E-05,1.47E-05,,võsuke,2.206092038,8.100511142,3.125172924
pätt,2.877771401,0.089810241,2.43E-05,9.45E-06,,public,1.277704021,8.10E-06,3.34E-06,,matemaatika,1.942527115,0.163394406,5.67E-05,3.18E-05,,punastama,2.206092038,8.100511142,3.125172924
maffia,2.877086997,0.089848426,1.62E-05,5.20E-06,,mitmekordselt,1.276333723,8.10E-06,3.34E-06,,kool,1.942362639,0.163412232,0.000729046,0.000627116,,kumama,2.205969355,16.20102228,6.797489227
puhastamine,2.877014743,0.089852458,1.62E-05,5.05E-05,,valdav,1.276257634,4.86E-05,2.01E-05,,srü,1.942282347,0.163420935,8.10E-06,1.33E-06,,neutraalne,2.205640526,40.50255571,17.81655475
võistlusprogramm,2.874308207,0.090003645,8.10E-06,1.74E-06,,bänner,1.275877246,8.10E-06,3.35E-06,,oht,1.941432638,0.163513065,0.000210613,0.000158176,,parandav,2.204960682,8.100511142,3.127289532
ärev,2.874112418,0.090014592,2.43E-05,9.46E-06,,pretsedent,1.275420914,8.10E-06,3.35E-06,,lähteandmed,1.939623984,0.163709367,8.10E-06,1.33E-06,,piletimüük,2.204960682,8.100511142,3.127289532
programm,2.873356192,0.09005689,0.000178211,0.000255289,,tõnismägi,1.275420914,8.10E-06,3.35E-06,,käänak,1.938296698,0.163853595,8.10E-06,1.33E-06,,panustama,2.204491987,170.110734,76.6191227
evelin,2.872191289,0.090122088,3.24E-05,1.42E-05,,laureaat,1.275078759,3.24E-05,1.34E-05,,nixon,1.938296698,0.163853595,8.10E-06,1.33E-06,,keelekasutus,2.204174403,16.20102228,6.803839054
mauritius,2.871604356,0.090154957,8.10E-06,1.74E-06,,puudutus,1.273141414,2.43E-05,1.01E-05,,torkama,1.937053321,0.163988837,4.05E-05,2.02E-05,,agressiivne,2.203905159,40.50255571,17.83137101
