SÕNAVORMID,MIN 1 SAGEDUS FOOKUSKORPUSES,,,,,,,,,,,,,,,,,,,
värskendus,0.146183764,0.702209297,8.10E-06,5.54E-06,,nõmme,-0.769609065,2.43E-05,4.14E-05,,iirimaa,0.141418353,0.706875029,1.62E-05,2.09E-05,,kiirelt,0.602475238,56.703578,94.77750977
küsitlus,0.146002949,0.702384727,3.24E-05,3.92E-05,,sellegipoolest,-0.770051236,1.62E-05,2.76E-05,,füüsik,0.141363813,0.706928944,8.10E-06,5.42E-06,,mark,0.602406908,32.40204457,54.4476453
sukelduma,0.14546266,0.702909671,8.10E-06,1.18E-05,,olemasolev,-0.770114392,5.67E-05,9.67E-05,,nutt,0.141306037,0.706986072,8.10E-06,1.15E-05,,kuritegevus,0.602353514,8.100511142,14.10825609
toonitama,0.145333163,0.703035655,2.43E-05,1.95E-05,,raskem,-0.771310682,4.05E-05,6.91E-05,,püstitatud,0.141171684,0.707118967,1.62E-05,1.23E-05,,jama,0.602122617,56.703578,94.8335999
vastuväide,0.145046231,0.703315035,8.10E-06,1.18E-05,,karvane,-0.77159777,8.10E-06,1.38E-05,,täiskoht,0.140463169,0.707820993,8.10E-06,5.43E-06,,analüüsimine,0.60151082,8.100511142,14.12942218
kolledž,0.14496025,0.703398813,1.62E-05,2.12E-05,,puhuma,-0.771781771,2.43E-05,4.15E-05,,ühiselamu,0.14033481,0.707948393,8.10E-06,5.43E-06,,jätkama,0.601259558,153.9097117,256.6419944
uriin,0.144554228,0.703794823,8.10E-06,5.55E-06,,puhtam,-0.772039332,8.10E-06,1.38E-05,,liigselt,0.139752572,0.708527113,1.62E-05,1.23E-05,,tramm,0.601174402,8.100511142,14.13788862
kriitik,0.144541771,0.703806983,2.43E-05,1.95E-05,,meede,-0.77246237,9.72E-05,0.000166046,,vastupanuvõime,0.139566245,0.708712604,8.10E-06,5.44E-06,,sellegipoolest,0.600844112,16.20102228,27.62809494
rumalus,0.144491605,0.703855959,8.10E-06,1.18E-05,,mõistmine,-0.773473478,2.43E-05,4.15E-05,,oskuslikult,0.139055384,0.7092219,8.10E-06,5.44E-06,,maavanem,0.600460763,8.100511142,14.15587979
teke,0.144433281,0.703912911,4.86E-05,4.16E-05,,alternatiiv,-0.773804232,2.43E-05,4.16E-05,,tellitud,0.138919405,0.709357642,2.43E-05,2.99E-05,,krõbe,0.600167404,8.100511142,14.16328792
ere,0.144214556,0.704126609,8.10E-06,1.18E-05,,eemaldamine,-0.776777613,2.43E-05,4.16E-05,,protestija,0.138800407,0.709476494,8.10E-06,5.44E-06,,summa,0.599981348,89.10562256,149.1807063
leib,0.144125284,0.704213883,5.67E-05,4.91E-05,,kinnipidamine,-0.777217594,8.10E-06,1.39E-05,,jõuk,0.138673032,0.709603778,8.10E-06,5.45E-06,,koorima,0.598288345,8.100511142,14.21091162
regionaalareng,0.143964856,0.704370796,8.10E-06,5.56E-06,,loovutama,-0.777987236,8.10E-06,1.39E-05,,spontaanne,0.138418508,0.709858319,8.10E-06,5.45E-06,,õpetama,0.597983636,81.00511142,136.1360461
vaatlemine,0.143817777,0.704514741,8.10E-06,5.56E-06,,skulptuur,-0.779415484,8.10E-06,1.39E-05,,psüühika,0.138291359,0.709985576,8.10E-06,5.45E-06,,lühem,0.597826242,24.30153343,41.322554
meenutus,0.143591839,0.70473603,8.10E-06,1.18E-05,,noogutama,-0.780403443,8.10E-06,1.39E-05,,vastamisi,0.138235102,0.710041902,3.24E-05,2.67E-05,,tervitama,0.597661848,24.30153343,41.33419535
tuntum,0.143181074,0.705138852,2.43E-05,1.95E-05,,hetk,-0.780446476,0.000413126,0.000709611,,ilmumine,0.137939805,0.710337776,2.43E-05,1.95E-05,,ergutama,0.597498493,8.100511142,14.23101941
pettus,0.143119522,0.705199271,1.62E-05,2.12E-05,,professor,-0.78045831,3.24E-05,5.57E-05,,raskesti,0.137846241,0.710431598,1.62E-05,1.23E-05,,toru,0.597265625,32.40204457,54.92494059
kasvuhoonegaas,0.142970016,0.705346087,8.10E-06,1.18E-05,,allergia,-0.780842319,8.10E-06,1.39E-05,,käekäik,0.1375117,0.710767358,8.10E-06,1.15E-05,,suvila,0.597042163,8.100511142,14.24266075
ükskord,0.142785507,0.705527395,3.24E-05,3.91E-05,,matkarada,-0.781281062,8.10E-06,1.39E-05,,hinnaklass,0.1375117,0.710767358,8.10E-06,1.15E-05,,edasi-tagasi,0.596793549,8.100511142,14.24901058
tobe,0.142693937,0.705617427,8.10E-06,1.18E-05,,toidupood,-0.782267745,8.10E-06,1.39E-05,,leib,0.137237169,0.711043237,5.67E-05,4.91E-05,,villa,0.596627921,8.100511142,14.2532438
ankur,0.142644952,0.705665602,8.10E-06,5.56E-06,,teatama,-0.782820374,0.000186312,0.000320548,,veteran,0.137126809,0.711154227,8.10E-06,1.15E-05,,elektrooniline,0.596520593,32.40204457,54.99478868
kristlus,0.142510455,0.705797926,1.62E-05,1.24E-05,,pehmem,-0.782925159,8.10E-06,1.39E-05,,puruks,0.137104544,0.711176625,1.62E-05,1.23E-05,,nõmme,0.596320192,24.30153343,41.42944275
masendav,0.142326897,0.705978633,1.62E-05,1.24E-05,,st,-0.783116848,6.48E-05,0.000111518,,teke,0.136972921,0.711309079,4.86E-05,4.16E-05,,intensiivne,0.595603855,16.20102228,27.87997139
reguleeritud,0.14214231,0.706160486,8.10E-06,1.18E-05,,intensiivne,-0.78314423,1.62E-05,2.79E-05,,lühiajaliselt,0.136645278,0.711639103,8.10E-06,5.46E-06,,allikas,0.595599934,64.80408914,109.4837079
alljärgnev,0.141935633,0.706364263,8.10E-06,1.18E-05,,ebatavaline,-0.784895606,8.10E-06,1.40E-05,,mulje,0.136577133,0.711707799,9.72E-05,0.000107949,,puhuma,0.595443925,24.30153343,41.49188271
šanss,0.14191536,0.706384261,8.10E-06,5.57E-06,,kehtiv,-0.785180003,4.05E-05,6.98E-05,,müsteerium,0.136519182,0.711766235,8.10E-06,5.46E-06,,samaväärne,0.594976689,8.100511142,14.29557597
tõusmine,0.14191536,0.706384261,8.10E-06,5.57E-06,,kole,-0.785187295,2.43E-05,4.19E-05,,tsoon,0.136254032,0.712033781,2.43E-05,1.95E-05,,mõistmine,0.594762519,24.30153343,41.54056471
selgitus,0.141685034,0.706611574,4.86E-05,5.67E-05,,kõver,-0.785442474,8.10E-06,1.40E-05,,ärihoone,0.13601555,0.712274672,8.10E-06,5.47E-06,,alternatiiv,0.594629383,24.30153343,41.55008945
preili,0.14104623,0.707243126,1.62E-05,1.24E-05,,hukkunud,-0.789155696,8.10E-06,1.40E-05,,televaataja,0.135764183,0.712528837,8.10E-06,5.47E-06,,vt,0.594264973,40.50255571,68.83846867
nokia,0.141041188,0.707248117,8.10E-06,1.18E-05,,otse,-0.789617081,0.000105307,0.000182035,,edukalt,0.135721227,0.712572299,5.67E-05,6.50E-05,,olemine,0.594115619,48.60306685,82.49059557
avalduma,0.140911614,0.707376422,1.62E-05,2.11E-05,,vaimselt,-0.789700953,8.10E-06,1.40E-05,,tabamine,0.135638612,0.712655907,8.10E-06,5.47E-06,,suurus,0.59369335,145.8092006,246.2811942
hooliv,0.140766353,0.70752034,8.10E-06,1.18E-05,,pikalt,-0.790155176,4.86E-05,8.40E-05,,konsolideerima,0.135513116,0.712782967,8.10E-06,5.47E-06,,eemaldamine,0.593433834,24.30153343,41.63581211
valitsev,0.14074171,0.707544762,4.05E-05,3.43E-05,,lilla,-0.791226577,8.10E-06,1.40E-05,,kodeerima,0.135513116,0.712782967,8.10E-06,5.47E-06,,kont,0.593089034,8.100511142,14.34425798
tõeline,0.140251826,0.708030792,0.000113407,0.00012534,,looduslik,-0.792387875,4.86E-05,8.42E-05,,viktoria,0.135137076,0.713164094,8.10E-06,5.48E-06,,hinnang,0.592828362,105.3066448,178.3211182
stabiilsem,0.140175033,0.708107068,8.10E-06,5.58E-06,,arutlus,-0.792968174,8.10E-06,1.40E-05,,sõlm,0.135132228,0.713169012,8.10E-06,1.15E-05,,laskma,0.59245415,299.7189123,506.581747
kordamööda,0.140030685,0.708250509,8.10E-06,5.58E-06,,muuseum,-0.79308904,7.29E-05,0.000126328,,krohv,0.134761708,0.71354514,8.10E-06,5.48E-06,,teadusministeerium,0.592435263,8.100511142,14.36119085
käimasolev,0.139600294,0.708678698,8.10E-06,1.17E-05,,reisija,-0.793294489,4.86E-05,8.42E-05,,pühapäevane,0.134749976,0.71355706,8.10E-06,1.14E-05,,sisustus,0.592435263,8.100511142,14.36119085
vallutamine,0.139598265,0.708680718,8.10E-06,5.59E-06,,varem,-0.795000168,0.000210613,0.00036543,,toonitama,0.134708555,0.713599146,2.43E-05,1.95E-05,,teenindamine,0.59206815,8.100511142,14.37071559
koormama,0.139591673,0.708687283,1.62E-05,1.24E-05,,ahel,-0.795250833,8.10E-06,1.41E-05,,kunstikool,0.134673577,0.713634692,8.10E-06,1.14E-05,,raskem,0.591789875,40.50255571,69.13056069
toimetus,0.139083008,0.709194334,4.05E-05,3.43E-05,,import,-0.795685216,8.10E-06,1.41E-05,,väikeettevõte,0.134511836,0.713799126,8.10E-06,5.48E-06,,sein,0.591504311,97.20613371,165.0277565
rahvarohke,0.139023162,0.709254059,8.10E-06,5.59E-06,,eelkäija,-0.796010918,8.10E-06,1.41E-05,,lahing,0.13425708,0.714058353,4.05E-05,4.75E-05,,kk,0.591457305,8.100511142,14.38659015
lauri,0.138979722,0.709297421,4.05E-05,3.43E-05,,garanteerima,-0.797041821,1.62E-05,2.81E-05,,elamine,0.13421856,0.714097572,4.05E-05,4.75E-05,,mürk,0.591457305,8.100511142,14.38659015
süütunne,0.138879646,0.709397346,8.10E-06,5.59E-06,,ostetud,-0.79725876,3.24E-05,5.63E-05,,kriitik,0.134003611,0.714316546,2.43E-05,1.95E-05,,võrratu,0.591375954,8.100511142,14.38870676
muuhulgas,0.138167487,0.710109617,5.67E-05,4.93E-05,,armeenia,-0.798938928,8.10E-06,1.41E-05,,kord,0.133954473,0.714366632,0.001344685,0.001383248,,eri,0.591014475,81.00511142,137.7531353
keelama,0.138075559,0.710201712,0.000129608,0.000118114,,vanasti,-0.799047259,1.62E-05,2.82E-05,,hm,0.13388846,0.714433935,8.10E-06,5.49E-06,,laskuma,0.590888319,8.100511142,14.40140642
finantsteenus,0.138020725,0.710256662,8.10E-06,5.60E-06,,kuritegevus,-0.800454819,8.10E-06,1.41E-05,,eksperimentaalne,0.13388846,0.714433935,8.10E-06,5.49E-06,,vorm,0.590851755,121.5076671,206.3407858
kuulutatud,0.137787012,0.710491008,1.62E-05,1.25E-05,,kiirabi,-0.800779446,1.62E-05,2.82E-05,,keelama,0.133788038,0.714536355,0.000129608,0.000118114,,abistamine,0.590766535,8.100511142,14.40458133
sammuma,0.137618613,0.710660005,8.10E-06,1.17E-05,,määratlema,-0.801536624,2.43E-05,4.24E-05,,katkemine,0.133764008,0.71456087,8.10E-06,5.49E-06,,olemasolev,0.590604532,56.703578,96.70256549
tohutu,0.137279896,0.71100028,4.05E-05,4.78E-05,,ala,-0.802059206,0.000145809,0.000254231,,kraav,0.133755178,0.714569879,1.62E-05,2.08E-05,,võlakiri,0.590360954,8.100511142,14.41516437
loodusmaja,0.137165526,0.711115283,8.10E-06,5.60E-06,,analüüsimine,-0.802617618,8.10E-06,1.41E-05,,hai,0.133515328,0.714814713,8.10E-06,5.49E-06,,garanteerima,0.590089787,16.20102228,28.14983901
tuunima,0.136881285,0.711401335,8.10E-06,5.61E-06,,kasulik,-0.803022782,6.48E-05,0.000113067,,paljunema,0.133391099,0.714941621,8.10E-06,5.49E-06,,kole,0.590065122,24.30153343,41.87922212
lõpmatu,0.136881285,0.711401335,8.10E-06,5.61E-06,,tramm,-0.803481831,8.10E-06,1.41E-05,,huvitama,0.132913404,0.715430242,0.000137709,0.000150247,,professor,0.589556439,32.40204457,55.65622894
postkontor,0.13673335,0.711550346,8.10E-06,1.17E-05,,individuaalne,-0.80366181,2.43E-05,4.24E-05,,valitsev,0.132884419,0.715459923,4.05E-05,3.43E-05,,vanasti,0.589298177,16.20102228,28.18899627
ingliskeelne,0.136640916,0.7116435,1.62E-05,2.10E-05,,õigesti,-0.804426471,3.24E-05,5.66E-05,,miljon,0.132877192,0.715467323,0.000364523,0.000345071,,grupp,0.589213273,97.20613371,165.6733222
matkaja,0.136597455,0.711687311,8.10E-06,5.61E-06,,kiri,-0.805055888,0.000194412,0.00033968,,tuntum,0.132791005,0.715555601,2.43E-05,1.95E-05,,kiirabi,0.588615252,16.20102228,28.22286201
konfiskeerima,0.136597455,0.711687311,8.10E-06,5.61E-06,,maavanem,-0.805316566,8.10E-06,1.42E-05,,kadu,0.132162013,0.716200838,8.10E-06,1.14E-05,,meede,0.587899289,97.20613371,166.0458454
kupee,0.136314036,0.711973209,8.10E-06,5.61E-06,,krõbe,-0.806071367,8.10E-06,1.42E-05,,manipuleerimine,0.132029479,0.716337017,8.10E-06,5.50E-06,,rütm,0.586343172,16.20102228,28.33610059
teisejärguline,0.136314036,0.711973209,8.10E-06,5.61E-06,,rütm,-0.806556388,1.62E-05,2.83E-05,,muuhulgas,0.131701463,0.716674385,5.67E-05,4.93E-05,,kehtiv,0.586207945,40.50255571,69.79835077
kriteerium,0.136217097,0.712071074,4.86E-05,4.18E-05,,usaldus,-0.807328493,2.43E-05,4.25E-05,,toimetus,0.131363985,0.717021984,4.05E-05,3.43E-05,,komitee,0.585962676,16.20102228,28.35515007
repertuaar,0.136086451,0.71220303,1.62E-05,1.25E-05,,komitee,-0.807525942,1.62E-05,2.84E-05,,lauri,0.131269282,0.717119617,4.05E-05,3.43E-05,,kolmkümmend,0.585656693,8.100511142,14.53898599
raamistik,0.135808028,0.712484486,3.24E-05,2.70E-05,,koorima,-0.810914256,8.10E-06,1.42E-05,,karja,0.131167656,0.717224432,8.10E-06,5.51E-06,,levinum,0.585616808,8.100511142,14.54004429
orden,0.13574843,0.712544775,8.10E-06,5.62E-06,,aeglaselt,-0.811075406,1.62E-05,2.84E-05,,purunenud,0.131044834,0.71735117,8.10E-06,5.51E-06,,st,0.584832865,64.80408914,111.5177689
ligikaudu,0.135407666,0.712889783,4.05E-05,4.77E-05,,ergutama,-0.81295416,8.10E-06,1.42E-05,,tase,0.130962992,0.717435658,0.000291618,0.00027438,,aeglaselt,0.584571737,16.20102228,28.42499816
miljon,0.135397228,0.712900358,0.000364523,0.000345071,,suvila,-0.81413384,8.10E-06,1.42E-05,,vahetu,0.130887488,0.71751363,2.43E-05,2.97E-05,,linda,0.583787987,8.100511142,14.5887263
hiilima,0.135108064,0.713193523,1.62E-05,1.25E-05,,edasi-tagasi,-0.814776895,8.10E-06,1.42E-05,,halvenema,0.130875478,0.717526035,8.10E-06,1.14E-05,,määratlema,0.583569321,24.30153343,42.35651741
tagastama,0.135088283,0.713213591,2.43E-05,3.00E-05,,villa,-0.81520544,8.10E-06,1.43E-05,,laitmatu,0.130309449,0.718111407,8.10E-06,5.52E-06,,pikalt,0.583240515,48.60306685,84.04736135
ilusam,0.135088124,0.713213752,4.05E-05,3.44E-05,,kuu,-0.81584037,0.000340221,0.0005989,,kõrvaline,0.130271774,0.71815042,8.10E-06,1.14E-05,,ostetud,0.58284987,32.40204457,56.30814445
tervendav,0.134903094,0.713401545,8.10E-06,5.62E-06,,hilja,-0.816115674,1.62E-05,2.85E-05,,moodus,0.13004567,0.718384691,8.10E-06,1.14E-05,,hetk,0.582774557,413.1260683,709.6110983
marmor,0.134762562,0.713544273,8.10E-06,5.62E-06,,rool,-0.816454635,2.43E-05,4.28E-05,,halb,0.129956649,0.718476991,0.000202513,0.00018826,,individuaalne,0.582730101,24.30153343,42.41895737
seedimine,0.134697754,0.713610122,8.10E-06,1.17E-05,,algama,-0.81675428,0.000243015,0.000428057,,kristlus,0.129898084,0.718537733,1.62E-05,1.24E-05,,hilja,0.582602064,16.20102228,28.52447877
kõrgeim,0.134639898,0.713668922,4.05E-05,4.77E-05,,ebaseaduslik,-0.817453212,1.62E-05,2.86E-05,,kohtuvaidlus,0.129820664,0.718618053,8.10E-06,5.52E-06,,teatama,0.582531776,186.3117563,320.5477062
ilmar,0.134630077,0.713678905,8.10E-06,1.17E-05,,november,-0.818185246,0.000105307,0.000185675,,eriarvamus,0.129820664,0.718618053,8.10E-06,5.52E-06,,looduslik,0.582349186,48.60306685,84.1775328
kaugemale,0.134590658,0.713718978,3.24E-05,3.89E-05,,sügis,-0.818372719,8.10E-05,0.000142846,,masendav,0.129738798,0.718703016,1.62E-05,1.24E-05,,harjutamine,0.582285814,8.100511142,14.62894186
kosuma,0.134341579,0.71397234,8.10E-06,5.63E-06,,von,-0.81852235,2.43E-05,4.29E-05,,austaja,0.129669176,0.718775295,8.10E-06,1.14E-05,,lõpetaja,0.582088736,8.100511142,14.63423339
vähi,0.134341579,0.71397234,8.10E-06,5.63E-06,,samaväärne,-0.819483898,8.10E-06,1.43E-05,,mõtleja,0.129576713,0.718871322,8.10E-06,5.52E-06,,ebaseaduslik,0.582080448,16.20102228,28.55093638
umbkaudu,0.134201455,0.71411499,8.10E-06,5.63E-06,,katus,-0.821476178,4.86E-05,8.59E-05,,kriteerium,0.129383292,0.719072322,4.86E-05,4.18E-05,,reisija,0.581987635,48.60306685,84.23044802
arendaja,0.134187216,0.714129491,2.43E-05,3.00E-05,,pühenduma,-0.822098201,1.62E-05,2.86E-05,,kehtestama,0.129332438,0.719125196,0.000178211,0.000164893,,tamme,0.581419664,8.100511142,14.65222456
rängalt,0.134061433,0.714257622,8.10E-06,5.63E-06,,algus,-0.823043077,0.000332121,0.000587566,,internet,0.129188207,0.719275223,0.000137709,0.000150065,,usaldus,0.581284926,24.30153343,42.52690442
tase,0.133713659,0.714612242,0.000291618,0.00027438,,ravi,-0.824353009,4.86E-05,8.61E-05,,preili,0.128627053,0.719859826,1.62E-05,1.24E-05,,žanr,0.580830582,8.100511142,14.66809913
tualett,0.133548807,0.714780523,8.10E-06,1.17E-05,,kont,-0.82438849,8.10E-06,1.43E-05,,rahuleping,0.128603841,0.719884039,8.10E-06,5.53E-06,,otse,0.580800471,105.3066448,182.0347084
tuletõrjuja,0.133502362,0.714827955,8.10E-06,5.63E-06,,tavapärane,-0.824849659,4.86E-05,8.61E-05,,õrnem,0.128482562,0.720010588,8.10E-06,5.53E-06,,sooritamine,0.580556086,8.100511142,14.67550726
teenuseosutaja,0.133502362,0.714827955,8.10E-06,5.63E-06,,kontroll,-0.825520186,8.91E-05,0.000157911,,hullus,0.127998176,0.720516695,8.10E-06,5.54E-06,,muuseum,0.580428386,72.90460028,126.3276808
teler,0.133470657,0.714860339,1.62E-05,2.10E-05,,sadam,-0.825650019,5.67E-05,0.000100498,,värskendus,0.127756421,0.720769695,8.10E-06,5.54E-06,,angeles,0.580399348,8.100511142,14.67974048
tõhusus,0.133365469,0.714967811,1.62E-05,2.10E-05,,teadusministeerium,-0.826090534,8.10E-06,1.44E-05,,ilusam,0.127698755,0.720830083,4.05E-05,3.44E-05,,pühenduma,0.580272481,16.20102228,28.64300886
sedasorti,0.133362848,0.71497049,8.10E-06,5.63E-06,,sisustus,-0.826090534,8.10E-06,1.44E-05,,raamistik,0.127486114,0.721052895,3.24E-05,2.70E-05,,senini,0.580203543,8.100511142,14.685032
hukkamine,0.133223436,0.715113006,8.10E-06,5.63E-06,,teenindamine,-0.827047052,8.10E-06,1.44E-05,,koormama,0.127363443,0.721181529,1.62E-05,1.24E-05,,õigesti,0.58001145,32.40204457,56.58859512
halb,0.133220531,0.715115976,0.000202513,0.00018826,,küllaltki,-0.827471968,1.62E-05,2.87E-05,,poeg,0.127329902,0.721216713,0.000145809,0.00015842,,kirjutaja,0.579304543,8.100511142,14.709373
viimine,0.133207746,0.71512905,1.62E-05,2.10E-05,,mehhiko,-0.827525074,1.62E-05,2.88E-05,,lähitulevik,0.127269872,0.721279695,8.10E-06,1.13E-05,,graafika,0.579070479,8.100511142,14.71572283
mõistatus,0.133009272,0.715332102,8.10E-06,1.16E-05,,lennuk,-0.827942264,5.67E-05,0.000100657,,olümpiavõitja,0.126672827,0.721907021,8.10E-06,1.13E-05,,värisema,0.57887557,8.100511142,14.72101435
kord,0.132887915,0.715456342,0.001344685,0.001383248,,kk,-0.828639841,8.10E-06,1.44E-05,,ebamugavus,0.126449223,0.722142395,8.10E-06,1.13E-05,,küllaltki,0.578187613,16.20102228,28.74989761
üles-alla,0.132805807,0.715540438,8.10E-06,5.64E-06,,mürk,-0.828639841,8.10E-06,1.44E-05,,uriin,0.126431984,0.72216055,8.10E-06,5.55E-06,,mehhiko,0.578167046,16.20102228,28.75095591
diktatuur,0.132805807,0.715540438,8.10E-06,5.64E-06,,võrratu,-0.82885208,8.10E-06,1.44E-05,,lauamäng,0.126076897,0.722534838,8.10E-06,1.13E-05,,bussijuht,0.577708867,8.100511142,14.75276348
kehtestama,0.132790129,0.715556499,0.000178211,0.000164893,,katsuma,-0.829630023,2.43E-05,4.32E-05,,sektsioon,0.126002485,0.72261335,8.10E-06,1.13E-05,,rahustav,0.577708867,8.100511142,14.75276348
jutustamine,0.132389089,0.715967697,8.10E-06,5.64E-06,,register,-0.830054179,2.43E-05,4.32E-05,,regionaalareng,0.125952554,0.722666046,8.10E-06,5.56E-06,,rool,0.577703156,24.30153343,42.79677205
mulje,0.131982964,0.716384829,9.72E-05,0.000107949,,laskuma,-0.83012486,8.10E-06,1.44E-05,,vaatlemine,0.125832877,0.722792397,8.10E-06,5.56E-06,,varem,0.577499279,210.6132897,365.4303963
iseloomustav,0.131973281,0.716394783,8.10E-06,5.64E-06,,abistamine,-0.830442879,8.10E-06,1.44E-05,,kuulutatud,0.125794332,0.722833106,1.62E-05,1.25E-05,,von,0.576894632,24.30153343,42.8581537
tõrjumine,0.13183488,0.716537107,8.10E-06,5.64E-06,,võlakiri,-0.831502438,8.10E-06,1.44E-05,,kross,0.125779351,0.722848931,8.10E-06,1.13E-05,,kasulik,0.576889163,64.80408914,113.0671266
jalam,0.13183488,0.716537107,8.10E-06,5.64E-06,,kontrollima,-0.833416499,9.72E-05,0.000173212,,ankur,0.124878077,0.723802885,8.10E-06,5.56E-06,,eksklusiivne,0.576701522,8.100511142,14.78027939
oode,0.131500838,0.716880966,1.62E-05,1.25E-05,,sarnaselt,-0.834077451,2.43E-05,4.33E-05,,vastuseis,0.124591965,0.72410653,8.10E-06,1.13E-05,,täpp,0.575929028,8.100511142,14.80144548
business,0.131059639,0.717335889,8.10E-06,1.16E-05,,täielikult,-0.835721174,7.29E-05,0.000130116,,repertuaar,0.124314351,0.724401532,1.62E-05,1.25E-05,,nunnu,0.575466525,8.100511142,14.81414514
iirimaa,0.130380899,0.718037437,1.62E-05,2.09E-05,,laen,-0.835861977,7.29E-05,0.000130129,,tõusmine,0.124283678,0.724434148,8.10E-06,5.57E-06,,ala,0.575200892,145.8092006,254.231177
istik,0.130319114,0.7181014,8.10E-06,5.66E-06,,kuues,-0.836577515,2.43E-05,4.34E-05,,šanss,0.124283678,0.724434148,8.10E-06,5.57E-06,,kanalisatsioon,0.574428603,8.100511142,14.84271935
tellitud,0.129940232,0.718494016,2.43E-05,2.99E-05,,maha,-0.842791271,0.000243015,0.000435852,,jaotamine,0.124147851,0.724578638,8.10E-06,1.13E-05,,kuhi,0.573815303,8.100511142,14.85965223
louis,0.129921278,0.718513674,8.10E-06,1.16E-05,,vormistama,-0.843474204,1.62E-05,2.91E-05,,kodukoht,0.124073893,0.724657349,8.10E-06,1.13E-05,,eksemplar,0.573815303,8.100511142,14.85965223
libe,0.129870023,0.718566841,2.43E-05,1.97E-05,,kolmkümmend,-0.843841803,8.10E-06,1.45E-05,,toime,0.123819264,0.724928547,0.000113407,0.00012441,,kallama,0.573623915,8.100511142,14.86494375
edukalt,0.129844802,0.718593008,5.67E-05,6.50E-05,,levinum,-0.843946814,8.10E-06,1.45E-05,,pisike,0.123670365,0.72508728,8.91E-05,9.89E-05,,aktiivsem,0.573623915,8.100511142,14.86494375
pahandama,0.129186484,0.719277016,8.10E-06,1.16E-05,,mahtuma,-0.845101432,4.86E-05,8.73E-05,,hiilima,0.123462259,0.725309311,1.62E-05,1.25E-05,,kiri,0.573595222,194.4122674,339.6797334
huvitama,0.129182814,0.719280834,0.000137709,0.000150247,,kett,-0.845468617,1.62E-05,2.91E-05,,daam,0.122932716,0.725875235,1.62E-05,2.06E-05,,kestlik,0.573432655,8.100511142,14.87023527
rasvane,0.128470406,0.720023276,1.62E-05,1.26E-05,,rebane,-0.846622018,1.62E-05,2.91E-05,,stabiilsem,0.122864479,0.72594826,8.10E-06,5.58E-06,,katsuma,0.572570158,24.30153343,43.18940298
liivarand,0.127729493,0.720797892,8.10E-06,5.68E-06,,linda,-0.848769081,8.10E-06,1.46E-05,,kordamööda,0.12274668,0.726074378,8.10E-06,5.58E-06,,register,0.572405653,24.30153343,43.20210264
olga,0.127721138,0.720806641,8.10E-06,1.16E-05,,linnavalitsus,-0.849097965,5.67E-05,0.000102144,,vikerraadio,0.122524841,0.726312067,8.10E-06,1.13E-05,,loopima,0.57213546,8.100511142,14.90621762
lahing,0.127491824,0.721046909,4.05E-05,4.75E-05,,meelelahutus,-0.849187648,1.62E-05,2.92E-05,,vallutamine,0.122393714,0.726452676,8.10E-06,5.59E-06,,vormistama,0.572021941,16.20102228,29.07056385
elamine,0.127456142,0.721084317,4.05E-05,4.75E-05,,sisenema,-0.851383133,2.43E-05,4.38E-05,,rahvarohke,0.121924098,0.726956948,8.10E-06,5.59E-06,,tõug,0.571983235,8.100511142,14.91045084
raamatupidaja,0.127322484,0.721224494,8.10E-06,1.16E-05,,märksõna,-0.852427429,2.43E-05,4.39E-05,,valutama,0.121882867,0.727001273,1.62E-05,2.05E-05,,sisemus,0.571945191,8.100511142,14.91150914
